450,0.15,204,1089,557,-nan(ind),4.54621
75,0.025,37.6667,0,0,-nan(ind),4.99898
150,0.05,77.3333,0,0,-nan(ind),4.99816
225,0.075,105.667,2,2,-nan(ind),4.70481
300,0.1,142.667,238,319,-nan(ind),4.69342
375,0.125,172,1635,1980,-nan(ind),4.60747
525,0.175,204,6158,5889,-nan(ind),3.88493
600,0.2,207.333,8340,6581,-nan(ind),3.42681
675,0.225,205.667,9895,6848,-nan(ind),3.06751
750,0.25,206.667,11322,7098,-nan(ind),2.71469
825,0.275,192.333,12891,7105,-nan(ind),2.42403
